Time,RMS,Temp,SpeedPct,Friction,HealthPct
20:40:21.321,143,0,100,0.9166080355644226,100.0
20:45:22.953,143,0,100,0.9034278988838196,100.0
20:45:47.352,143,0,100,0.8560916781425476,100.0
20:45:58.405,143,0,100,0.8803534507751465,100.0
20:46:07.960,143,0,100,0.7675420045852661,100.0
20:49:02.646,143,53,100,0.7842445969581604,100.0
20:49:03.710,86,53,100,0.8809005618095398,100.0
20:49:04.998,85,53,100,0.9316149950027466,100.0
20:49:07.306,86,53,100,0.9204068183898926,100.0
20:49:08.176,86,53,100,0.942603588104248,100.0
20:49:09.303,86,53,100,0.9864736795425415,100.0
20:49:09.861,86,53,100,1.0301954746246338,100.0
20:49:10.721,86,53,100,1.0555516481399536,100.0
20:49:13.744,86,53,100,1.0833228826522827,100.0
20:49:14.663,86,53,100,1.116438865661621,100.0
20:49:15.643,86,53,100,1.1478699445724487,100.0
20:49:16.590,86,53,100,1.1558626890182495,100.0
20:49:17.582,86,53,100,1.1654174327850342,100.0
20:49:18.615,86,53,100,1.1623986959457397,100.0
20:49:19.611,86,53,100,1.1503046751022339,100.0
20:49:20.608,86,53,100,1.137650966644287,100.0
20:49:21.604,86,53,100,1.1545323133468628,100.0
20:49:22.785,86,53,100,1.141610026359558,100.0
20:49:23.811,86,53,100,1.1032671928405762,100.0
20:49:25.123,86,53,100,1.074112057685852,100.0
20:49:25.743,86,53,100,1.0519903898239136,100.0
20:49:26.821,86,53,100,1.0869810581207275,100.0
20:49:27.974,86,53,100,1.1042505502700806,100.0
20:49:28.828,86,53,100,1.0973756313323975,100.0
20:49:29.766,86,53,100,1.1107834577560425,100.0
20:49:30.815,86,53,100,1.1405779123306274,100.0
20:49:31.928,86,53,100,1.1591007709503174,100.0
20:49:32.869,86,53,100,1.150591492652893,100.0
20:49:33.750,86,53,100,1.1567065715789795,100.0
20:49:34.784,86,53,100,1.161030650138855,100.0
20:49:35.831,86,53,100,1.1435002088546753,100.0
20:49:37.220,86,53,100,1.1519746780395508,100.0
20:49:37.921,86,53,100,1.1589608192443848,100.0
20:49:38.729,86,53,100,1.1512709856033325,100.0
20:49:39.828,86,53,100,1.1406229734420776,100.0
20:49:40.776,86,53,100,1.147421956062317,100.0
20:49:42.071,86,53,100,1.147297978401184,100.0
20:49:42.763,86,53,100,1.1389740705490112,100.0
20:49:44.899,86,53,100,1.1513935327529907,100.0
20:49:45.827,86,53,100,1.1655030250549316,100.0
20:49:46.710,86,53,100,1.191250205039978,100.0
20:49:47.799,86,53,100,1.2096070051193237,100.0
20:49:50.293,86,53,100,1.2194862365722656,100.0
20:49:50.922,86,53,100,1.206269383430481,100.0
20:49:51.769,86,53,100,1.2292464971542358,100.0
20:49:52.715,86,53,100,1.217576503753662,100.0
20:49:55.192,86,53,100,1.2282590866088867,100.0
20:49:56.049,86,53,100,1.2081055641174316,100.0
20:49:57.921,86,53,100,1.1704235076904297,100.0
20:49:58.771,86,53,100,1.1498295068740845,100.0
20:49:59.778,86,53,100,1.149672031402588,100.0
20:50:00.832,86,53,100,1.1538782119750977,100.0
20:50:01.845,86,53,100,1.15199613571167,100.0
20:50:02.731,86,53,100,1.1484025716781616,100.0
20:50:04.364,86,53,100,1.1516878604888916,100.0
20:50:07.148,86,53,100,1.1681565046310425,100.0
20:50:10.666,86,53,100,1.1747291088104248,100.0
20:50:11.711,86,53,100,1.1855279207229614,100.0
20:50:12.817,86,53,100,1.2070971727371216,100.0
20:50:14.300,86,53,100,1.2238277196884155,100.0
20:50:14.746,86,53,100,1.2056394815444946,100.0
20:50:16.795,86,53,100,1.2139238119125366,100.0
20:50:17.786,86,53,100,1.1877806186676025,100.0
20:50:18.859,86,53,100,1.175977110862732,100.0
20:50:19.828,86,53,100,1.174608588218689,100.0
20:50:20.727,86,53,100,1.148474931716919,100.0
20:50:22.279,86,53,100,1.1209185123443604,100.0
20:50:22.774,86,53,100,1.1750423908233643,100.0
20:50:23.793,86,53,100,1.1859415769577026,100.0
20:50:24.881,86,53,100,1.1916879415512085,100.0
20:50:25.814,86,53,100,1.2464932203292847,100.0
20:50:26.775,86,53,100,1.193173885345459,100.0
20:50:27.786,86,53,100,1.1833722591400146,100.0
20:50:28.903,86,53,100,1.1854581832885742,100.0
20:50:30.777,86,53,100,1.1477566957473755,100.0
20:50:31.964,86,53,100,1.1366075277328491,100.0
20:50:32.818,86,53,100,1.150120496749878,100.0
20:50:35.073,86,53,100,1.1493819952011108,100.0
20:50:36.043,86,53,100,1.1588513851165771,100.0
20:50:36.761,86,53,100,1.152833104133606,100.0
20:50:37.858,86,53,100,1.1612062454223633,100.0
20:50:38.853,86,53,100,1.144095540046692,100.0
20:50:40.386,86,53,100,1.1431689262390137,100.0
20:50:41.358,86,53,100,1.1306644678115845,100.0
20:50:42.030,86,53,100,1.1296920776367188,100.0
20:50:42.843,86,53,100,1.1127265691757202,100.0
20:50:43.906,86,53,100,1.1307200193405151,100.0
20:50:44.792,86,53,100,1.1159148216247559,100.0
20:50:46.837,86,53,100,1.1224778890609741,100.0
20:50:48.219,86,53,100,1.1382075548171997,100.0
20:50:49.590,86,53,100,1.1264727115631104,100.0
20:50:50.466,86,53,100,1.1074011325836182,100.0
20:50:51.779,86,53,100,1.0854649543762207,100.0
20:50:52.976,86,53,100,1.1217948198318481,100.0
20:50:53.749,86,53,100,1.1129865646362305,100.0
20:50:54.853,86,53,100,1.0896612405776978,100.0
20:50:55.919,86,53,100,1.0788322687149048,100.0
20:50:56.820,86,53,100,1.0718318223953247,100.0
20:50:57.813,86,53,100,1.1070950031280518,100.0
20:50:58.825,86,53,100,1.121101975440979,100.0
20:50:59.789,86,53,100,1.1351350545883179,100.0
20:51:00.830,86,53,100,1.1421784162521362,100.0
20:51:02.081,86,53,100,1.140792727470398,100.0
20:51:02.835,86,53,100,1.115972638130188,100.0
20:51:03.807,86,53,100,1.1223080158233643,100.0
20:51:04.733,86,53,100,1.125555396080017,100.0
20:51:05.835,86,53,100,1.123496651649475,100.0
20:51:06.733,86,53,100,1.1241252422332764,100.0
20:51:07.745,86,53,100,1.1093028783798218,100.0
